score,avg_time,prev_time,prev_category,prev_length,category
1912,6.89,3.31,Hard,277,0
38713,2.96,6.45,Easy,168,1
38333,2.29,0.98,Hard,430,1
48279,4.1,9.45,Easy,208,1
8344,4.13,1.7,Easy,265,1
44955,6.6,5.72,Hard,313,0
27328,5.13,3.55,Hard,399,0
25122,4.87,8.44,Hard,389,0
44140,1.78,1.73,Hard,445,1
35152,0.96,6.16,Easy,374,1
19823,2.48,1.73,Easy,206,1
11733,2.99,1.15,Easy,374,1
46303,5.65,7.14,Easy,284,1
43911,1.7,4.03,Hard,209,1
3582,5.15,5.66,Easy,256,0
13532,2.27,9.08,Hard,439,0
20613,6.48,7.89,Hard,375,0
34758,4.23,2.31,Hard,296,1
11080,6.91,5.64,Easy,290,0
23472,4.94,9.8,Hard,180,0
39316,6.73,4.89,Easy,440,1
16544,5.38,1.15,Hard,275,0
48864,5.68,7.86,Hard,304,0
50806,3.92,1.02,Hard,193,1
25280,5.17,1.66,Easy,434,1
38384,2.12,5.32,Hard,433,0
4022,6.17,3.9,Hard,485,0
25754,1.53,2.46,Hard,223,1
24782,5.4,9.64,Hard,385,0
50357,1.57,5.28,Hard,281,1
36317,1.64,7.47,Easy,465,1
9557,4.16,7.4,Easy,396,0
25824,2.99,8.45,Hard,229,1
35677,4.94,0.67,Easy,207,1
5260,4.59,9.95,Hard,271,0
26909,3.83,7.39,Easy,172,1
40073,3.15,3.54,Easy,415,1
37271,3.31,8.95,Hard,162,1
8136,0.78,6.67,Hard,478,0
11824,6.98,2.15,Easy,220,1
6101,0.79,4,Hard,377,0
28740,4.76,7.79,Hard,256,0
9130,6.94,0.92,Easy,330,0
22057,3.08,4.77,Hard,436,0
29286,3.21,3.6,Easy,337,1
7612,6.23,2.04,Hard,198,0
1937,4.22,3.76,Hard,452,0
46373,5.74,9.08,Hard,171,0
16992,5.32,9.97,Hard,407,0
17504,3.75,7.39,Hard,294,0
2684,6.08,2.99,Hard,314,0
27055,5.19,9.97,Hard,476,0
17848,5.28,5.74,Easy,412,0
14531,6.58,2.05,Easy,458,0
30271,4.04,2.59,Easy,496,1
23903,2.98,9.74,Hard,319,0
41623,6.91,9.81,Hard,399,0
7761,3.6,9.66,Easy,393,0
30196,0.67,2.63,Hard,486,1
10110,0.59,5.69,Easy,194,1
21344,2.36,1.34,Easy,478,1
40665,4.34,9.07,Easy,220,1
23234,6.81,5.34,Easy,357,0
32258,4.4,0.57,Easy,221,1
9679,6.69,4.38,Easy,397,0
8723,3.97,3.21,Hard,223,1
43830,0.7,1.37,Easy,486,1
390,5.48,2.68,Easy,350,0
38230,2.6,1.34,Easy,332,1
13816,5.25,7.14,Hard,471,0
47273,2.97,9.6,Hard,449,0
18590,5.79,2.6,Hard,216,0
4973,1.44,4.91,Hard,256,1
13369,3.98,7.89,Hard,394,0
2210,1.48,8.09,Hard,491,0
6271,5.91,0.55,Hard,470,0
8305,6.24,4.73,Easy,455,0
47362,3.42,9,Easy,222,1
9657,1.32,6.3,Easy,365,0
765,0.68,1.32,Easy,462,1
26867,3.11,5.89,Hard,466,0
13419,4.21,7.27,Hard,198,0
25428,2.26,1.89,Hard,159,1
35539,2.72,5.9,Hard,178,1
48479,3.81,4,Easy,345,1
9587,6.33,9.16,Hard,158,0
49733,6.74,5.17,Hard,231,0
6772,6.2,1.69,Hard,355,0
4065,3.47,0.58,Easy,203,1
20504,2.9,6.86,Hard,493,0
26558,6.67,6.19,Hard,436,0
1948,2.18,3.96,Easy,310,1
2872,1.61,2.59,Hard,268,1
17025,6.52,5.29,Easy,317,0
4429,2.03,4.59,Easy,348,1
45017,6.31,5.18,Easy,215,1
18615,4.55,4.68,Easy,236,1
338,6.86,8.73,Hard,200,0
37752,5.22,3.7,Easy,367,1
4324,4.51,5.28,Easy,383,0
38314,5.11,8.95,Easy,392,0
8122,4.54,9.68,Easy,468,0
11868,0.71,4.74,Hard,378,0
33546,1.49,0.93,Hard,272,1
44896,4.67,6.89,Hard,373,0
21541,2.01,3.16,Easy,346,1
18590,1.38,6.73,Easy,357,0
40304,3.31,5.83,Hard,157,1
4781,3.12,2.8,Hard,367,0
32255,1.51,6.32,Easy,160,1
22124,4.6,4.16,Hard,271,0
36809,0.51,8.14,Easy,461,1
49976,2.54,1.63,Hard,331,1
1426,7,6.1,Easy,412,0
26378,4.94,8.53,Hard,240,0
27714,1.93,6.82,Hard,363,0
37093,5,2.42,Hard,393,0
49433,4.52,5.42,Hard,480,0
11238,4.09,8.01,Hard,181,0
13861,2.74,8.81,Hard,277,0
34369,3.83,5.08,Easy,467,1
24920,2.33,2.58,Easy,329,1
36985,4.15,0.5,Easy,285,1
28318,0.85,1.77,Hard,167,1
40829,3.29,7.29,Hard,211,1
17006,6.06,6.69,Easy,418,0
44605,5.01,1.16,Hard,192,1
46869,2.7,3.84,Easy,311,1
30296,1.45,2.26,Hard,200,1
9235,1.39,5.14,Easy,319,1
16489,6.1,2.44,Hard,409,0
4786,2.38,6.99,Easy,169,1
844,4.16,1.21,Easy,405,0
10906,1.97,7.33,Easy,195,1
26378,6.27,3.66,Hard,308,1
33673,5.15,3.53,Easy,164,1
37414,5.39,1.98,Easy,346,1
36265,4,3.02,Easy,181,1
15376,4.22,1.98,Easy,156,1
30689,3.54,7.91,Hard,450,0
3065,5.05,9.98,Hard,436,0
4914,6.33,4.13,Hard,441,0
8576,4.39,1,Easy,411,0
5479,5.35,2.14,Hard,151,0
38763,2.38,8.07,Easy,318,1
37113,3.47,8.11,Hard,203,1
47548,3.83,6.23,Easy,269,1
40118,4.88,7.02,Easy,436,0
36173,3.2,1.45,Easy,376,1
48604,3.8,4.37,Hard,256,1
44814,1.75,1.76,Easy,182,1
37516,1.98,2.82,Hard,162,1
13385,3.95,5.09,Easy,168,1
43106,6.35,4.38,Easy,375,1
6114,5.06,4.6,Easy,356,0
7979,2.08,5.58,Hard,428,0
44233,0.76,7.21,Easy,197,1
46753,6.82,1.22,Easy,492,1
26699,2.97,6.21,Hard,398,0
9015,3.6,1.69,Easy,403,1
24319,2.53,2.48,Hard,377,0
12455,1.38,3.26,Hard,445,0
10023,0.8,3.46,Hard,201,1
19634,1.26,1.96,Easy,150,1
16600,4.94,5.1,Easy,251,0
35459,0.69,3.78,Hard,248,1
8912,4.58,9.83,Easy,396,0
48693,1.6,9.73,Easy,500,1
31103,2.93,9.84,Easy,432,1
2014,4.79,3.03,Easy,231,1
34879,4.25,3.41,Hard,348,0
46989,4.01,4.23,Hard,227,1
34977,3.52,1.22,Hard,346,1
33607,3.83,4.19,Easy,249,1
50704,6.93,7.62,Hard,441,0
3112,3.47,5.25,Easy,311,1
10918,3.53,7.02,Easy,401,0
6007,3.17,8.71,Easy,458,0
21403,1.32,1,Easy,291,1
46985,4.83,5.24,Hard,166,0
23153,2.04,5.96,Hard,325,0
47444,3.25,5.12,Easy,202,1
19688,1.56,4.29,Easy,309,1
5453,3.45,8.95,Hard,247,0
22664,1.02,8.55,Hard,438,0
11038,6.76,2,Easy,245,1
38198,6.89,4.47,Hard,481,0
1125,3.89,6.66,Easy,426,0
8235,2.72,6.92,Hard,352,0
35067,2.62,4.03,Easy,459,1
8168,1.15,7.74,Easy,412,0
2264,6.53,0.73,Easy,302,1
3305,6.03,2.8,Hard,324,0
40572,2.61,6.42,Hard,198,1
16079,2.29,0.67,Easy,166,1
27207,4.26,4.55,Easy,157,1
8177,3.43,7.87,Hard,438,0
22763,1.52,5.49,Easy,232,1
6760,5.75,7.62,Easy,200,0
13388,1.72,2.58,Hard,430,0
28242,3.66,6.17,Easy,446,1
39078,5.51,6.46,Hard,436,0
2954,0.69,9.86,Easy,301,1
23369,5.02,4.65,Easy,314,1
40939,4.9,1.7,Easy,212,1
13223,2.13,3.93,Hard,378,0
41807,0.51,4.99,Easy,494,1
47206,3.54,6.89,Hard,288,1
947,2.61,9.35,Hard,412,0
32279,6.05,7.35,Hard,405,0
14780,2.57,2.02,Easy,400,1
43704,3.02,2.02,Hard,269,1
24040,6.94,5.9,Hard,241,0
9429,5.06,0.92,Easy,387,0
30852,2.82,7.72,Hard,399,0
8224,0.85,1.3,Easy,240,1
16772,1.43,3.63,Easy,154,1
28320,6.71,7.3,Easy,393,0
24444,6.57,2.49,Hard,482,0
2660,5.22,3.93,Hard,346,0
34108,4.75,6.39,Hard,252,0
50890,4.54,2.2,Easy,292,1
19777,0.54,7.25,Easy,480,0
35633,6.65,7.77,Hard,167,0
1792,1.62,6.24,Easy,499,0
5186,2.53,3.06,Easy,359,1
1684,1.51,0.64,Easy,423,1
3914,6.31,2.27,Hard,253,0
44143,6.46,3.51,Hard,267,1
46260,1.44,7.52,Easy,185,1
47944,6.76,4.26,Hard,161,1
10372,1.68,3.55,Easy,381,1
42444,1.1,2.96,Hard,200,1
12145,2.28,1.38,Hard,345,0
13813,2.7,3.87,Easy,431,1
48691,0.91,6.14,Hard,229,1
50902,6.68,3.06,Easy,364,1
23586,1.28,3.11,Hard,155,1
17245,5.15,8.21,Hard,451,0
37339,4.22,3.18,Hard,312,1
16865,3.33,5.6,Easy,473,0
9909,3.63,4.9,Hard,232,1
50204,4.43,6.25,Easy,422,0
9996,6.98,7.84,Easy,322,0
38825,6.91,2.22,Hard,379,0
11851,1.02,0.91,Hard,297,1
40966,6.81,5.75,Hard,220,0
36438,1.36,9.24,Hard,275,1
48804,2.49,8.65,Easy,349,1
48896,1.6,4.5,Hard,441,1
19457,6.36,1.17,Easy,225,1
28011,3.97,7.62,Hard,228,1
2067,2.71,9.01,Hard,185,0
6581,5.63,2.75,Hard,273,0
40073,4.23,7.71,Hard,200,0
15976,0.88,0.56,Hard,302,1
12044,3.9,0.94,Easy,491,1
33075,1.7,3.79,Easy,309,1
48172,3.63,7.52,Easy,294,1
38903,1.26,7.24,Easy,424,1
23985,1.38,3.54,Easy,212,1
14234,6.32,3.19,Hard,283,0
49235,0.67,9.5,Easy,236,1
8703,6.12,3.73,Easy,339,0
12263,1.47,0.71,Easy,318,1
15852,1.2,7.96,Hard,301,0
24151,5.21,4.16,Easy,424,0
5786,5.78,6.01,Hard,165,0
28871,0.79,2.42,Hard,459,1
11143,2.38,1.09,Easy,455,1
34202,2.54,2.36,Easy,318,1
22012,6.42,0.91,Hard,281,0
39723,6.97,8.13,Hard,372,0
17710,6.32,9.1,Hard,201,0
28065,4.85,4.66,Easy,165,1
36291,2.57,1.6,Easy,227,1
37353,2.7,7.28,Hard,362,0
9458,1.2,5.83,Hard,352,0
47987,6.23,1.17,Hard,461,0
16820,3.71,2.07,Hard,477,0
36686,4.85,3.22,Hard,266,1
34120,2.66,4.99,Easy,163,1
14926,0.94,5.28,Easy,196,1
24104,5.09,7.58,Easy,409,0
27533,4.61,5.98,Easy,324,1
29892,6.66,2.33,Easy,167,1
17108,4.63,5.21,Easy,382,0
30423,4.91,8.9,Easy,462,0
847,3.48,9.36,Easy,250,1
7740,5.25,9.8,Easy,265,0
25134,3.31,1.09,Hard,188,1
50249,6.67,5.24,Hard,318,0
17995,6.76,5.78,Hard,292,0
24277,1.71,7.11,Hard,460,0
4074,2.52,0.97,Hard,395,0
43538,6.39,5.45,Easy,473,0
29734,6.89,6.19,Hard,346,0
35621,6.99,8.57,Hard,231,0
7163,1.91,1.6,Hard,302,1
4417,0.86,2.72,Easy,288,1
30958,0.6,9.81,Easy,299,1
50054,5.02,7.27,Hard,325,0
14617,6.25,3.18,Easy,386,0
17490,3.92,5.77,Easy,206,1
3548,1.85,6.27,Easy,363,0
22304,3.29,9.79,Easy,423,0
15420,1.35,8.77,Easy,221,1
41913,1.7,9.35,Hard,284,1
33349,6.82,5.22,Easy,239,1
16180,1.76,2.62,Hard,398,0
12294,0.76,0.99,Hard,196,1
44047,1.96,4.43,Hard,183,1
40751,5.5,2.8,Hard,272,1
16460,6.37,5.52,Hard,264,0
24061,1.45,8.74,Easy,302,1
16290,2.03,8.84,Hard,232,0
17992,4.42,1.35,Easy,311,1
21656,3.27,4.43,Easy,405,1
18444,5.41,4.67,Hard,463,0
40261,6.85,2.78,Hard,344,0
5959,5.81,6.69,Easy,257,0
44105,1.98,1.17,Hard,488,1
10106,6.94,7.51,Hard,372,0
45512,6.08,4.03,Hard,431,0
43019,5.53,8.85,Hard,205,0
21493,2.42,3.21,Hard,463,0
5435,6.6,7.9,Hard,245,0
15366,2.08,5.49,Hard,392,0
2480,5.75,4.18,Easy,238,1
25165,2.98,8.33,Easy,377,1
39434,3.36,6.35,Hard,274,1
14295,6.66,5.95,Easy,180,0
21743,5.96,8.72,Hard,288,0
4240,4.58,8.85,Hard,272,0
7502,2.64,5.56,Hard,474,0
47560,3.13,8.32,Hard,276,1
50031,5.61,3.1,Easy,458,1
35804,2.68,8.51,Hard,356,0
10559,2.31,4.34,Hard,423,0
42724,5.45,7.52,Easy,209,1
19212,1.44,1.44,Hard,265,1
4390,5.94,6.97,Hard,269,0
19955,6.43,3.6,Hard,186,0
41863,5.11,5.62,Hard,161,0
22047,1.03,8.52,Easy,499,0
40730,5.8,9.03,Easy,184,1
7750,3.63,9.91,Hard,497,0
10776,6.46,7.74,Hard,295,0
44832,2.31,9.52,Easy,264,1
3648,0.52,7.93,Easy,244,1
36336,1.34,9.86,Hard,236,1
9146,3.76,4.13,Hard,379,0
49309,2.09,3.21,Easy,309,1
37013,5.43,6.16,Hard,314,0
29520,1.92,6.69,Hard,450,0
33425,5.71,3.81,Hard,338,0
23220,0.72,5.74,Hard,286,0
42857,2.33,4.69,Easy,436,1
19449,0.99,6.19,Easy,388,0
34866,1.45,0.54,Easy,383,1
45861,1,6.19,Hard,383,0
41082,3.49,8.35,Hard,155,1
44791,2.14,9.84,Easy,496,1
38771,5.58,1.76,Easy,192,1
23320,6.59,3.13,Easy,243,1
17493,1.32,3.78,Easy,280,1
18034,2.27,0.56,Easy,335,1
42307,3.45,5.88,Easy,185,1
6519,2.5,8.31,Hard,311,0
8797,2.45,3.3,Hard,201,1
12251,4.55,2.69,Hard,387,0
17624,4.24,9.24,Easy,152,0
24881,5.25,4.29,Hard,419,0
29957,1.99,8.89,Hard,213,1
4605,1.96,7.81,Hard,242,0
13110,2.77,9.47,Easy,477,0
32665,3.24,4.55,Hard,386,1
16961,2.85,6.77,Hard,305,0
22238,5.19,3.92,Hard,424,0
13436,1.39,3.94,Easy,387,1
22056,3.25,4.61,Hard,231,1
39150,1.76,7.8,Hard,283,1
36233,3.85,0.9,Easy,485,1
40163,0.55,9.18,Easy,458,1
34622,3.55,8.53,Easy,398,1
23025,4.46,3.32,Hard,385,0
18654,1.58,1,Easy,386,1
25412,2.24,3.18,Easy,167,1
23125,1.89,2.99,Easy,211,1
3999,6.25,7.85,Easy,166,0
40777,5.91,0.85,Hard,392,0
33296,6.12,7.92,Easy,328,0
31277,2.59,8.87,Hard,215,1
387,2.84,1.1,Hard,221,1
44438,0.76,6.24,Easy,442,1
7906,0.63,8.52,Easy,182,1
23373,2.05,8.54,Hard,226,0
46239,4.27,8.51,Easy,384,0
28027,2.54,7.98,Easy,273,1
22573,1.26,4.12,Easy,459,1
28621,2.7,7.64,Easy,225,1
19053,1.99,9.74,Hard,321,0
37171,0.95,6.16,Hard,222,1
41575,1.35,6.79,Easy,486,1
27194,6.35,7.11,Hard,478,0
22077,1.18,0.89,Hard,438,0
18801,1.02,4.17,Easy,175,1
25886,1.84,2.88,Easy,186,1
3386,4.77,9.95,Hard,255,0
31617,5.37,8.65,Hard,465,0
33258,6.84,6.31,Easy,405,0
47804,6.97,5.52,Easy,499,0
46252,4.83,9.17,Easy,435,0
41045,3.72,2.84,Easy,405,1
40533,1.84,4.52,Easy,443,1
30844,0.96,3.67,Easy,327,1
50607,5.37,6.59,Hard,267,0
34562,0.51,6,Easy,399,1
37596,0.74,0.53,Hard,292,1
42553,4.95,4.36,Hard,156,1
28483,6.7,2.85,Hard,156,1
12861,4.94,1.46,Hard,382,0
15176,1.41,0.93,Easy,457,1
30779,2.42,9.1,Easy,402,1
24300,2.4,6.09,Easy,373,0
389,4.15,1.03,Easy,290,1
41007,3.95,5.45,Easy,244,1
33370,5.59,6.89,Easy,190,1
19856,5.17,8.33,Easy,498,0
340,2.68,2.63,Hard,464,0
38761,1.52,7.75,Easy,322,1
1810,3.64,7.55,Hard,476,0
30675,5.51,2.08,Hard,494,0
10657,1.66,4.34,Easy,164,1
21287,2.01,8.74,Hard,170,0
36609,6.5,6.91,Easy,365,0
6310,1.45,8.38,Easy,227,1
35606,2.87,5.26,Easy,487,1
31588,4.61,4.28,Hard,214,1
4666,2.41,9.79,Hard,307,0
2640,3.57,5.24,Easy,208,1
2954,1.83,8.08,Hard,386,0
18814,1.02,4.1,Easy,158,1
45662,1.15,4.72,Hard,176,1
27070,3.04,9.73,Easy,383,1
8333,6.14,1.39,Easy,304,1
34571,2.78,0.99,Easy,478,1
16521,1.76,8.46,Easy,402,0
41560,2.44,0.6,Easy,392,1
12079,3.21,8.22,Hard,398,0
2661,5.61,4.87,Easy,186,1
25471,1.62,7.54,Hard,158,1
3396,6.82,2.31,Easy,485,0
47063,2.52,9.68,Hard,218,1
30072,6.22,4.87,Easy,469,1
4902,2.95,1.24,Easy,272,1
8082,1.61,6.49,Easy,153,1
13490,2.89,1.69,Hard,191,1
1014,0.76,3.09,Hard,417,0
44907,6.72,6.78,Easy,464,0
8358,6.01,6.5,Easy,455,0
9013,2.55,7.47,Hard,329,0
18839,6.92,6.46,Easy,153,0
13015,6.48,3.23,Easy,204,1
33937,2.78,8.03,Easy,491,1
1135,1.38,4.64,Hard,364,0
4884,0.72,4.56,Easy,402,1
8062,3.33,5.41,Easy,413,0
40039,1.21,4.35,Hard,300,1
33941,3.54,8.5,Hard,345,0
2639,6.72,2.49,Easy,171,1
22733,3.41,5.54,Easy,434,0
1756,1.65,7.81,Hard,351,0
30477,3.57,4.77,Easy,361,1
1441,3.97,4.8,Easy,226,1
25168,2.19,2.52,Hard,275,1
8406,4.39,7.75,Easy,420,0
24676,4.69,9.83,Easy,372,0
38879,1.71,4.33,Easy,226,1
27217,0.63,5.66,Hard,214,1
18418,1.68,3.85,Hard,436,0
30311,2.81,0.9,Hard,158,1
34311,6.13,3.85,Easy,461,1
3296,2.84,2.74,Hard,333,0
18384,5.84,6.56,Hard,344,0
48936,2.62,0.98,Easy,289,1
34341,6.9,2.23,Hard,326,0
30093,3.45,7.26,Easy,254,1
20949,6.31,1.05,Hard,211,0
45251,5.4,7.04,Hard,466,0
45226,3.76,7.92,Easy,343,1
46343,6.37,3.01,Hard,334,0
31905,2.55,7.35,Easy,251,1
259,1.21,9.17,Easy,308,1
4012,4.05,4.06,Easy,336,0
30595,5.79,1.7,Hard,389,0
35425,5.63,1.45,Hard,217,1
2623,0.52,3.97,Easy,471,1
28694,5.35,1.3,Easy,202,1
1940,1.86,9.29,Hard,292,0
18581,6.13,5.36,Hard,420,0
48635,2.47,9.68,Easy,266,1
46458,5.99,1.61,Easy,488,1
10137,6.94,7.16,Easy,198,0
10092,6.03,3.56,Hard,426,0
17959,3.97,6.71,Easy,225,1
30432,6.43,6.72,Hard,327,0
23966,6.61,8.21,Hard,407,0
40641,5.45,9.59,Hard,201,0
4448,4.94,2.67,Easy,191,1
39429,3.85,4.93,Easy,182,1
37325,4.98,3.14,Hard,205,1
46853,4.7,6.94,Hard,345,0
31182,3.58,8.92,Hard,232,1
19223,5.62,6.92,Hard,455,0
21864,3.28,1.69,Easy,186,1
47659,2.87,3.35,Easy,161,1
9946,1.99,4.59,Hard,403,0
13426,6.23,0.88,Easy,170,1
1333,1.78,8.9,Easy,195,1
17415,5.91,6.88,Easy,373,0
10901,0.67,3.69,Easy,449,1
4765,1.19,2.61,Easy,165,1
9375,6.65,0.55,Hard,244,0
33178,6.58,7.95,Hard,435,0
50985,3.32,1.57,Easy,195,1
15364,6.95,7.5,Easy,383,0
31617,3.98,3.66,Hard,467,1
12796,6.73,4.16,Easy,489,0
48145,3.51,6.66,Hard,220,1
29660,2.66,4.24,Easy,182,1
32960,2.46,6.84,Easy,317,1
10126,6.44,6.81,Hard,471,0
40714,0.62,1.5,Hard,300,1
36968,4.67,8.25,Hard,268,0
34038,5.51,5.42,Easy,461,0
50819,3.85,9.94,Easy,323,1
25330,5.79,1.18,Easy,495,1
20748,3.88,9.72,Hard,150,0
13298,6.64,3.51,Easy,252,1
15189,1.07,9.72,Easy,324,1
20146,6.52,3.7,Hard,447,0
15544,3.64,6.45,Easy,225,1
40324,5,2.89,Hard,191,1
34975,3.23,1.84,Hard,445,1
13540,4.16,7.26,Easy,410,0
21654,0.93,3.49,Hard,446,0
29600,0.56,0.59,Easy,467,1
19047,5.23,6.43,Hard,314,0
46050,4.42,6.65,Hard,267,0
49043,3.89,4.01,Hard,236,1
4379,5.85,3.48,Easy,188,1
45199,5.11,8.21,Hard,393,0
28779,6.36,1.17,Hard,168,1
24982,1.56,3.7,Hard,162,1
46230,6.39,2.93,Easy,254,1
26291,5.12,2.02,Easy,209,1
34807,3.63,3.39,Hard,273,1
113,6.63,3.74,Hard,261,0
32919,3.91,2.62,Easy,481,1
16106,5.82,4.26,Easy,298,1
27512,2.18,7.05,Hard,463,0
48309,1.91,0.64,Easy,369,1
4009,1.24,9.93,Hard,390,0
30608,4.65,8.82,Easy,480,0
33497,2.83,3.73,Easy,397,1
48760,6.16,0.69,Hard,171,1
51020,6.47,1.67,Hard,188,1
5056,4.53,8.76,Easy,449,0
24412,4.09,8.54,Hard,172,0
32033,3.35,4.97,Easy,290,1
1525,2.97,6.19,Easy,363,0
28005,6.79,3.14,Hard,480,0
34422,1.36,2.9,Hard,189,1
43014,0.97,2.81,Hard,399,1
31142,2.1,6.72,Hard,318,1
6526,3.34,9.17,Easy,250,1
50584,2.49,9.29,Hard,255,1
24660,1.56,0.71,Hard,389,0
45312,4.83,6.88,Hard,263,0
42569,1.8,4.96,Easy,358,1
19020,4.43,2.49,Hard,151,0
41589,3.15,5.35,Hard,477,0
9907,4.29,1.13,Easy,306,1
18934,4.81,5.46,Hard,261,0
17931,3.98,9.17,Easy,222,1
42961,4.68,1.2,Easy,409,1
19238,1.68,3.19,Easy,298,1
6253,1.39,0.85,Hard,331,0
11088,5.15,3.44,Easy,275,1
14468,3.66,3.12,Easy,400,1
21509,1.64,4.18,Hard,468,0
46967,2.23,3.69,Easy,331,1
37845,3.62,8.51,Easy,281,1
14857,1.25,9,Easy,335,0
34797,0.75,2,Hard,246,1
22099,3.81,4.77,Easy,449,1
8592,6.83,3.08,Easy,396,0
8038,0.78,0.83,Hard,257,1
10466,5.77,6.88,Hard,397,0
22786,6.98,0.82,Easy,255,1
35176,1.91,4.13,Hard,270,1
456,2.99,1.86,Easy,377,1
45987,2.61,8.71,Hard,294,1
48531,1.49,3.8,Hard,306,1
48653,5.22,0.97,Hard,381,0
11374,6.26,7.17,Hard,329,0
10922,2.38,3.41,Easy,325,1
48700,3.8,0.61,Hard,439,1
22284,5.52,3.1,Hard,170,0
22618,5.33,6.25,Easy,344,0
48447,6.17,7.7,Hard,348,0
2892,0.64,6.14,Hard,379,0
47238,4.3,2.53,Easy,200,1
49416,3.19,7.72,Easy,272,1
31569,1.13,5.48,Easy,365,1
37665,2.94,9.37,Hard,291,1
44079,2.87,2.49,Easy,243,1
25708,3.47,5.92,Easy,388,1
42905,2.14,8.2,Easy,318,1
30417,4.36,1.87,Hard,355,0
26518,4.78,3.47,Hard,453,0
6308,0.88,7.78,Hard,335,0
20979,1.81,7.05,Easy,352,0
13685,3.09,8.43,Easy,316,1
3578,0.57,3.85,Hard,486,0
35755,6.67,9.44,Hard,359,0
50125,1.67,8.9,Hard,427,0
44934,4.37,5.39,Hard,204,0
14330,2.84,3.1,Hard,482,0
49655,6.87,1.68,Easy,274,1
49724,6.56,8.83,Easy,218,1
48490,5.04,1.33,Easy,448,1
13438,1.27,7.15,Easy,407,0
7471,4.07,1.36,Easy,426,0
5638,0.83,5.04,Hard,491,0
42667,0.51,3.03,Easy,386,1
15379,0.56,0.6,Easy,483,1
18390,5.55,7.91,Hard,161,0
13793,1.12,2.94,Hard,420,0
25580,2.69,6.07,Easy,264,1
40703,2.58,7.62,Hard,437,0
47508,3.17,5.29,Hard,291,1
25601,5.83,8.08,Easy,480,0
29086,5.7,1.64,Easy,239,1
8863,4.82,0.92,Hard,355,0
3153,6.43,5.13,Hard,170,0
8537,5.67,7.78,Hard,487,0
6567,2.74,1.78,Easy,202,1
5665,6.77,7.13,Hard,428,0
4640,3.06,0.81,Hard,220,1
40702,6.72,6.44,Easy,249,1
33486,6.41,0.63,Hard,500,0
44255,1.53,3.19,Hard,500,1
45977,5.65,3.66,Hard,217,1
25679,3.44,9.07,Hard,469,0
39240,0.76,5.88,Easy,319,1
39483,2.6,2.85,Hard,362,1
43289,2.16,1.92,Hard,197,1
27246,2.33,2.46,Easy,239,1
38452,0.62,6.45,Easy,489,1
38927,3.46,3.7,Easy,297,1
14903,1.6,1.33,Hard,174,1
37466,2.25,4.46,Hard,206,1
30852,4.12,6.57,Easy,420,0
14729,4.7,9.27,Easy,444,0
39159,5.38,1.29,Hard,363,0
34484,4.09,4.19,Easy,308,1
45086,0.53,5.44,Hard,171,1
22294,0.78,8.4,Hard,216,0
46362,6.44,0.71,Hard,399,0
38014,2.5,4.6,Easy,371,1
43470,5.25,1.4,Easy,425,1
26894,2.39,9.74,Easy,392,1
8147,5.27,9.37,Easy,419,0
4308,2.08,5.93,Easy,443,0
26802,2.94,1.83,Easy,402,1
42983,1.46,2.62,Hard,335,1
11787,1.47,9.54,Hard,466,0
39903,6.1,1.59,Easy,180,1
32309,6.22,5.09,Easy,436,0
3297,4.31,7.27,Easy,153,0
48879,6.44,8.33,Hard,494,0
10159,5.06,5.42,Easy,474,0
38524,6.38,1.36,Hard,484,0
13599,2.95,8.87,Hard,264,0
39769,1.18,8.4,Hard,181,1
10821,0.71,1.77,Easy,454,1
12286,0.94,9.27,Hard,466,0
19688,6.26,5.23,Hard,306,0
14758,2.11,2.17,Easy,490,1
11819,5.24,4.56,Hard,210,0
40973,0.93,6.66,Easy,482,1
11396,3.79,3.52,Easy,403,1
9739,0.64,3.09,Hard,357,0
39746,1.79,1.33,Hard,326,1
30791,6.59,6.37,Easy,298,1
31721,5.32,1.55,Hard,353,0
34087,5.41,3.56,Easy,371,1
10206,2.01,4.57,Easy,179,1
19275,1.67,9.1,Easy,436,0
50473,1.35,8.35,Easy,358,1
32659,5.91,2.99,Hard,272,1
38231,5.45,2.32,Hard,318,1
20571,3.63,2.39,Easy,400,1
37256,1.3,8.7,Hard,490,0
28113,6.85,2.39,Hard,413,0
1283,4.25,1.26,Easy,287,1
48395,6.03,0.96,Hard,236,1
51035,3.06,2.02,Hard,335,1
10092,4.54,7.43,Easy,310,0
40371,3.78,6.06,Easy,292,1
24370,4.32,2.63,Easy,373,0
15053,5.83,8.65,Hard,333,0
24350,6.27,3.68,Easy,207,1
18520,4.89,5.83,Easy,465,0
40481,4.2,2.95,Easy,324,1
10259,2.33,1.67,Hard,402,0
30637,2.98,7.61,Hard,201,1
6926,3.26,1.59,Easy,267,1
20428,1.11,3.72,Hard,358,0
21846,6.11,2.15,Easy,500,0
10111,3.4,9.45,Easy,500,0
4952,3.32,7.51,Easy,306,1
49773,5.5,9.98,Hard,238,0
5185,6.88,9.53,Hard,253,0
6493,3.45,8.77,Hard,423,0
310,5.65,2.26,Easy,264,1
24893,4.49,1.43,Easy,454,0
227,4.76,9.01,Hard,419,0
10097,4.04,4.5,Hard,208,0
21416,6.14,7.41,Easy,303,0
5709,5.35,4.21,Easy,462,0
25032,3.9,8.76,Easy,463,1
27222,6.1,8.03,Hard,305,0
31220,2.81,0.94,Easy,344,1
45208,1.12,2.34,Hard,207,1
